device_id,phone_brand,device_model
-816476686161115950,vivo,X5Pro
-7557148607781853655,三星,Galaxy Fame
-6252513816909793673,vivo,Y29L
5720071925791582045,华为,B199
-7491062644007429840,联想,A6800
-965973567857169928,vivo,X5V
7866326844920065691,vivo,Y17T
-3352422075950423534,华为,Ascend G6
-1861612308577887288,魅族,魅蓝Note 2
-6831771629010750160,小米,红米1S
4542268429534006085,华为,荣耀畅玩4
5916896184693563292,三星,Galaxy A7
-7038094301255532092,vivo,X3L
-8479744413650186455,联想,A2800d
-6945507009258248640,魅族,MX4 Pro
4779720456297324566,小米,MI 4
2474818092005978583,三星,Galaxy Note 3
4280900819321920929,HTC,802w
5643175931636498753,OPPO,R7
-1065460630739676914,三星,Galaxy Note 3
-747582259638299476,酷派,7295+
-1992745593689911082,天语,Touch 2
-1117244466365083649,三星,Galaxy Note 3
3394277629519726095,三星,Galaxy Mega 5.8
8388623384590032905,酷派,8720L
5914723729605245903,三星,Galaxy S2
-3603109123597117163,vivo,X5SL
-6781825384974051738,联想,A820t
1342841552563513034,华为,荣耀6
273086379572200840,小米,红米note
2802031377158283992,魅族,MX3
-1520945260302279240,乐视,超级手机1
3160269724671671257,小米,红米note
6874007785463003069,魅族,MX3
7997997493934017480,OPPO,U705T
-1268543718711598758,华为,P8 Lite
-3642745865579543432,小米,红米note
7216872490944451128,小米,红米note
4737342702541617371,小米,MI 3
2455058623514976181,魅族,MX5
-5109602251090909154,vivo,X3T
5491387009396353052,索尼,Xperia SL
4222040890926912600,朵唯,S3
-6810530730128868532,小米,红米
-5450994752113310499,小米,红米Note2
8432848618286214296,华为,荣耀畅玩4X
-2984427699357968942,OPPO,R7
-3818237320079776517,三星,Galaxy Note 3
5825858632104340413,小米,MI 2
-8034797879698529007,华为,荣耀6
-341343573651564061,魅族,MX3
-3196352579093529310,三星,Galaxy S4 Mini
-1659149966043137496,华为,Ascend P7
-486293576861695597,酷派,大神F1
7671041995330461306,OPPO,R7 Plus
-411982196604911864,OPPO,N1T
3356919053739378609,三星,Galaxy A5
7535267493074997077,小米,MI 4
-4135822620849719810,华为,荣耀6 Plus
1823718674230497760,三星,Galaxy Tab 3 7.0
4038502831219509895,华为,荣耀畅玩4
909038493483443330,OPPO,R823T
8137642173007839557,小米,红米2
-7630096463742320142,小米,红米
3945875073073979239,三星,Galaxy Core Max
-6606474521280388230,魅族,魅蓝Note 2
-5473949081957269466,黑米,A1
-4507504291644646569,华为,P8 Lite
-2758748864679417094,三星,S7568
-7375397715301998211,三星,Galaxy Note 3
2343298784248854312,小米,MI 2A
-2439551689277155166,小米,MI One Plus
1391903151522432296,三星,Galaxy S3
-7836878827248904540,魅族,MX2
-6282564995040162695,OPPO,R807
2302437488488859493,三星,S5830I
-5948036752238710750,努比亚,Z9 mini
-4606082445592463278,小米,红米note
6949073939486410098,小米,MI 4
910278001253494477,vivo,Y13
-1348093944317890539,小米,MI 3
-5175564770795848127,酷派,锋尚
-2521187777435448000,小米,红米1S
4198361070710419530,小米,MI 3
4342411752947041340,三星,Galaxy S4
-7461696771373706809,酷派,F2
4994784392316650787,小米,MI 4
-1027792982596226030,三星,Galaxy J7
2972680163272424836,华为,Mate 7
-2388848350617988037,OPPO,Find 5
784599761939478964,OPPO,R1S
-8316828825593396489,三星,Galaxy Mega 6.3
-1216067316958803863,华为,Ascend P6
8610758538049410932,OPPO,R1S
1302412233099538835,小米,红米note
1868866204774944410,魅族,魅蓝
5316210364252128087,三星,Galaxy Note 2
-24785464607448144,小米,红米1S
5812022649740144564,酷比,H1
7109304381197055763,vivo,Y27
-3557172811512027206,三星,Galaxy Note 3
4855115511653328385,小米,红米2
-241567333846570998,三星,Galaxy Trend DUOS
-7055049726309715379,小米,MI 2A
2104916791091912251,华为,荣耀畅玩4
4495110121743342230,小米,红米3
-7170927475633168415,HTC,Desire 826
5537109878096015296,OPPO,Find 5
-8574523544014538651,中国移动,A1
-4142178630872180321,vivo,Y20T
95248225368063568,华为,荣耀6 Plus
1732085834369474264,vivo,Y1
1188298629712339684,vivo,Y927
2391828875741241040,联想,A820t
-5547229681737159883,小米,小米note
-891913216570138429,华为,C8818
-2750779406543464463,华为,P8 Lite
-4875976923529371032,vivo,X5Max+
5965591781831728198,小米,MI 2S
3405979103524291365,中兴,V5 Max
493659311380614103,vivo,X5L
-3836494531793727698,金立,F303
-5552907611584018070,华为,荣耀3C
-8543049542825838563,三星,Galaxy Note 8.0
-2086400866359268448,三星,Galaxy S2 HD LTE E120S
4098160560893462350,联想,黄金斗士A8
516149283346059933,三星,Galaxy Mega 5.8
1332352037749326659,小米,红米note
8049806675810230446,小米,小米note
-3460049519452298456,小米,红米note
-1289960482797179777,三星,Galaxy S4
6185225168627952026,华为,Mate 7
-3604117830367588875,小米,红米2A
-8502932465743070641,索尼,Xperia Z
4789987537105694686,华为,荣耀6
-2671824139349450676,酷派,大神F1
-4181454748008162651,vivo,X5Pro
6615530457224580698,小米,MI 4
4206417899673956519,金立,S5.1
4830593356246717684,华为,Mate 7
2699770106052236317,金立,W800
-6491861449660086677,华为,G610T
-5186680751468011425,OPPO,N1 Mini
8045883301504640484,魅族,MX3
-9002938179925009076,TCL,P301M
7987112064202039705,三星,Galaxy S4
379081891824559225,小米,红米2
604235343480977825,小米,红米note
1824231379474665104,华为,荣耀6 Plus
-1645635021170860352,小米,红米
-8070204253940405144,酷派,7296
7783780974292236596,华为,荣耀3X
3077675845997696793,酷派,8720L
8132912016822353569,华为,Mate 7
-671827231584246896,三星,G7200
-8872897475547953338,华为,G730-U00
-278954745669069281,小米,MI 3
-7514807035525682086,华为,荣耀6
8875051319501833944,魅族,MX4 Pro
-7918259827049612838,小米,红米note
-7361474443420167132,朵唯,D330
4819418830075881768,小米,MI 2S
-3346058298515655059,三星,Galaxy A5
-5394894965589923601,华为,C8818
-2782417236235546731,OPPO,R7 Plus
-4392197526894304122,小米,MI 2A
6063498443655450050,联想,A788t
8688085438513891022,OPPO,R7
-2099857333104920430,小米,MI 3
-6962150103661461736,小米,MI 2S
4529774714467559263,摩托罗拉,Moto X
6230093272968920405,华为,麦芒3
1161768332857274900,一加,One
3467510427645718199,OPPO,R817
-89637450336981757,索尼,Xperia Z
1979059214133016013,魅族,魅蓝Note 2
4245843167466947663,索尼,Xperia Z
-7224347234356103249,三星,Galaxy Mega 6.3
-8625416063878511133,小米,MI 3
-1589583755961802825,华为,荣耀畅玩4
9197822375356456093,三星,Galaxy S4
4430089417125226975,小米,红米
8554213074227646353,三星,Galaxy Trend DUOS 2
8909459213730127576,华为,荣耀3C
3333280938324888672,vivo,S7I
5523057511355436069,小米,小米note
-7451290058465594051,OPPO,R831T
8354518046293668336,华为,Ascend P8
7244530620236526351,酷派,5263
7567829132594447454,华为,荣耀6
-7036033218403840313,三星,Galaxy Trend DUOS
-7271834458449063217,小米,红米note增强版
-6200305665482890158,大可乐,MC002
-6322133695778754472,魅族,MX3
-2487084719707869823,华为,荣耀畅玩4X
-7267320475548775970,魅族,MX2
5343220938566511805,OPPO,Find 7
1967644921317676483,vivo,Y11
-3862322816792678302,小米,红米2A
-5189192832383921213,海信,T967
2030266549717188077,波导,T9608
5150669208847800176,华为,Mate 7
2961274372971910494,魅族,魅蓝NOTE
-6096805999252944072,联想,S90-t
7192625519693079186,华为,Ascend P8
-2698743085003583352,华为,Y516
-8930634150605615177,OPPO,A31
-4496635827134070689,小米,红米2A
-6745847963630005523,小米,红米note
4918948546746341085,小米,MI 2S
-1332520572220279092,小米,红米2
6323267579506993115,索尼,Xperia Z
-2550520267136853069,小米,MI 3
-4586674688830711035,OPPO,R1S
-10921209505243262,华为,B199
4855644064583933527,酷派,大神F1Plus
-6093194144674501146,小米,红米note
4002926924715353785,小米,MI 2S
-3160521280876713112,三星,Galaxy Ace 3
7362659991487028532,小米,红米note
9169117116176845879,三星,Galaxy Grand DUOS
-7782716387032874299,三星,G7200
3102010298169591445,酷派,8730L
-7308628136829648015,三星,G3588V
2812916789535906036,金立,GN708T
-368343360415013833,vivo,S7
3501299990168932262,三星,Galaxy Win Pro
-1928999506639152624,华为,荣耀畅玩4X
221419699950421934,三星,Galaxy S4
3243237656269049732,三星,Galaxy Grand 2
8375081363799782265,华为,Mate 7
6768687046423359445,小米,MI 4
4119815042339902748,小米,MI 3
-795908149559357565,华为,荣耀3C
1199347670220690437,华为,荣耀畅玩4C
-8398697808400729391,OPPO,Find 7
-7346632851045260058,小米,MI 2A
-5460068844342880054,华为,荣耀6 plus
-7530279294161245883,小米,MI pad
9108525490857972831,三星,Galaxy A5
-2946547616579920427,三星,Galaxy Note 4
6253645926490457306,华为,荣耀畅玩4X
6636359005176820918,vivo,Y23L
5340695134842891788,OPPO,R3
-2548419488855488709,魅族,MX3
5622277640379155637,华为,荣耀6 Plus
4521878286581045868,酷派,9976A
-5470979614262839221,小米,MI 2S
-8631091442182894785,华为,荣耀畅玩4X
-373836044246739909,华为,荣耀畅玩4
-6862944838864243588,三星,Galaxy A7
-5759419998754207861,OPPO,R7
-9002334206812963602,HTC,Desire 816
-8528694297111313052,小米,红米note
8205986507973641829,酷派,7270-W00
-1725099726327019392,魅族,魅蓝NOTE
7629372601819749887,魅族,MX5
-6850316198823591272,酷派,F2
3382977944638293155,联想,A320t
7925459155550718483,三星,Galaxy Note 3
-5951851823036092343,华为,荣耀6 Plus
-9027404108324479001,OPPO,R7 Plus
1428207303366833678,中兴,Q701C
-6653851296858072967,vivo,Y33
-3647653575636803604,三星,Galaxy S4
-1971379766587437184,华为,荣耀3C
-4555412623967343703,金立,GN706L
6513754093023621366,酷派,7269
1777735018091467925,OPPO,R1S
4638597126682200526,华为,荣耀7
3738186702760384275,中国移动,M812C
-4307135800526412045,酷派,F2
8189362330520547568,酷派,大神F1
4145904488631208468,华为,G610S
-436537216616938506,小米,MI 3
6051224054163188732,小米,红米note
8107168705779013781,vivo,X3L
3874872822907833078,三星,Galaxy S4
-4917425835807548709,OPPO,R7 Plus
9150231733050584380,努比亚,Z9 mini
-4329242345519480493,三星,Galaxy Mega 5.8
801372845800599226,华为,荣耀畅玩4C
-5411781574634873451,小米,note顶配版
-2249157626116072504,魅族,MX5
442877209665220378,小米,MI 4
-1253261283687421385,小米,红米2
-9218056599942247372,小米,红米note
-1931206883313988907,小米,MI 2
4938666411842529283,三星,Galaxy S5
-3273283450473290729,华为,荣耀3X畅玩版
-7943190083782480878,三星,Galaxy Note 2
-2371763241068770930,三星,Galaxy Note 2
-703045086505592975,魅族,魅蓝Note 2
-9213582955597594900,小米,红米note
6490485463825043649,LG,Nexus 5
2928965843563974838,魅族,魅蓝Note 2
-753822403992468134,小米,红米2
-1843912225348490704,魅族,MX4
3051194695313528020,OPPO,Find 5
3047307367703649690,小米,红米
1242288767516084973,三星,Galaxy A7
-4189947693516577818,魅族,魅蓝NOTE
-4388175934754969621,华为,Mate 7
-3004366572360306425,小米,红米note增强版
228557467533273775,华为,Mate 7
-913931673945064930,中兴,Q701C
727546942809222729,小米,MI 2
3966017139896082292,三星,Galaxy Grand DUOS
8854023964493892927,小米,MI 2S
-4708145731839625682,vivo,Xplay
-5910191297535765730,华为,荣耀6
6298153696448299668,华为,荣耀3C
-2702882487275404139,华为,G510
4593658624451216916,三星,SCH-I939
-2195394025417148794,华为,Ascend G7
-2240415247406690810,魅族,MX4
155221872008284092,华为,Y330
1667178027273805514,三星,Galaxy S6
9071581248585925813,OPPO,A51
-4360084151582676455,vivo,X5Pro
-2924310917538883539,小米,红米1S
-7564232333366483261,酷派,7295
-934223875688606020,OPPO,R7
-6704066649940134400,三星,S7568
700723270127365637,OPPO,R7
452244792303123315,联想,A678t
-1448031761911686653,魅族,魅蓝Note 2
4000224570122413819,联想,A708t
1759210720954084555,华为,Mate 7
-726332435797145608,华为,Mate 7
-6093280657315498194,三星,Galaxy S4
-4525238188974545459,酷派,F2
-4183171509116045252,三星,Galaxy S3
-7455277843961273376,小米,小米note
1179463853646261455,三星,Galaxy S3
-947203028971847756,小米,红米note
1344969456200217722,酷派,F2
4567161823451989050,华为,荣耀6
-5979799522286605496,OPPO,R7
5833033347056553293,小米,红米2
5205833775682722911,vivo,Xplay
8627442250358924774,小米,MI 2
-4105114677614422731,魅族,魅蓝Note 2
6077377062030079731,小米,MI 2S
7170534512201699706,华为,X1 7.0
9138892708089662213,华为,G510
3088864510005795570,海信,EG971
-3407877381211621385,酷派,大神F2全高清版
6439972484890031268,三星,Galaxy Grand 2
-199495404788436003,联想,A320t
5207796055076496591,小米,MI 2S
6983934012981379723,小米,MI 4
6896354230602194835,OPPO,R7
2679911518929602329,小米,红米note
4506951687748729525,华为,荣耀7i
-2446301847876790147,华为,荣耀6 Plus
-6513732827204244181,华为,荣耀6 Plus
4243677876898426310,三星,Galaxy S4
-8167026201904459975,华为,HN3-U01
-8171122470932055233,努比亚,Z9 mini
6722897607631321472,小米,红米
-3899273711482007715,OPPO,U705T
1069472183524781688,小米,红米1S
1323260169867365799,魅族,魅蓝NOTE
5157854553191144765,OPPO,R831S
-3969147450741680266,酷比魔方,U51GT-W
1473271702295441775,OPPO,1107
-6393282844226697043,联想,A208t
7190115823199946451,华为,Y511-U00
-5997045752081871348,小米,红米1S
-656311811748545386,小米,MI 4
-6285164696536384282,OPPO,R1C
-5269841514784388918,华为,Mate 2
4024153196152832928,联想,A850
2912883712874013383,三星,Galaxy Grand Prime
-4841650290701285794,三星,Galaxy Style DUOS
-1068939228376192772,三星,Galaxy Note 3
7327676521797195794,魅族,MX5
-5571074217481163362,魅族,魅蓝NOTE
-5728408682786272691,华为,Ascend P8
-4561189862846453737,华为,荣耀畅玩4C
6142603667807754404,小米,MI 2S
4566132435888884703,酷派,大神F2
4608053173801111771,华为,荣耀6 Plus
7782943363889386599,三星,Galaxy S3 Neo+
4431272610340408530,OPPO,R6007
7516251440561062813,小米,红米note
-1529902557086986176,三星,Galaxy Note 3
9014134131725419658,三星,Galaxy Note 3
-9061104662962311104,酷派,F2
6831181042148587421,vivo,X1ST
4997477575739183489,OPPO,R7 Plus
-7430280835252977577,中兴,红牛V5
-6490464354815158797,魅族,MX5
6044154447492112013,三星,Galaxy Tab 3 8.0
319942783031850109,OPPO,R3
-5887346988316469001,三星,Galaxy Grand 2
501010031541901072,小米,MI 2S
4129682346125540189,酷派,7620l
5991363165355124222,海信,I630T
1393079398977031940,魅族,魅蓝Note 2
-5025770991530403384,华为,荣耀X2
2038145655414164191,魅族,魅蓝
8697580906759692629,魅族,魅蓝Note 2
-7680750693303201078,魅族,MX4 Pro
8618544005187250669,联想,A770e
7935040917525963039,三星,Galaxy J7
-5499243272473161323,三星,Galaxy Tab 7.0 Plus
3859406074743706598,三星,Galaxy A5
1914184803640233042,小米,红米note增强版
-6476191801075101967,联想,A828t
-3319797347981299870,魅族,MX5
3317333828613311091,中兴,Grand S 2
-4844971740161816837,华为,荣耀6
1548906192449862797,索尼,Xperia Z
420035084220561357,华为,Mate 7
7834657558277575955,魅族,魅蓝Note 2
-3355475947313422307,酷派,ivvi 小i
8889742011262255794,中兴,Q503U
-2802019630222651784,华为,Mate 7
-3578979995235554581,小米,红米note
6176221701809468270,HTC,Desire 816
-4152114350862111912,联想,乐檬K3
-4565752351393493061,乐视,超级手机1
8627604136953337679,OPPO,R5
3773592318674030937,魅族,魅蓝NOTE
2388971818986234195,中兴,V889D
8186030622556065161,小米,红米note
-5465251149856182294,vivo,X5L
6007597328723970316,小米,红米note
-233051898065691527,小米,小米note
-5131497694313145850,三星,Galaxy Note 3
-1188405620579783951,魅族,MX5
-7235884567011163038,OPPO,R7
-5710665852088185030,三星,Galaxy Note 2
-165565689748807894,华为,Ascend P6
-1854827459879866292,锤子,T1
-288230161153738053,vivo,Y13
-2135208793911877377,海信,I630T
5590693368442644740,朵唯,T35
-986907102755910805,华为,C8816D
-3047622933705198697,华为,荣耀畅玩4C
2174787458091904243,中兴,Grand Memo
-28593019217789940,三星,Galaxy S6
-2941166404013090830,小米,小米note
5765733073015223253,魅族,MX3
63612295883141204,三星,Galaxy S3
895125816839807538,三星,Galaxy S4
-4564175994415567127,三星,Galaxy S5
7934451735849360640,三星,Galaxy S4
-3589526959753710658,魅族,魅蓝NOTE
1077171753073236016,联想,S920
-4885742293202197901,vivo,X3L
749476054453346667,索尼,Xperia Z Ultra
-5102495307908720273,三星,Galaxy Note 3
-5514960529817586108,华为,G510
902134842972203469,华为,荣耀7
-2320584592986134688,OPPO,A31
5365633282253432696,酷派,5892
-8966332623098264050,金立,F303
-319416091522824876,华为,荣耀7
4489422404455264909,vivo,Y927
-7153104497960270476,OPPO,R7
-4027988053066372689,vivo,X5Max
-6273259711504419507,魅族,魅蓝NOTE
5255657484106708640,小米,红米2
-1762878018059072614,OPPO,R7
-5192608556106222803,小米,MI 4
-7804280692290586378,三星,Galaxy Note
4077916562346118424,华为,Ascend P8
1726876636381373574,中兴,Grand Memo 2
2899186796783803170,小米,MI 2
-2650220929551636619,酷派,8713
-4249324875960183246,魅族,MX5
-8734213078597166014,OPPO,R3
8421735448619347166,小米,note顶配版
4074393222221070088,vivo,Y23L
8637066102880168317,魅族,MX4
-216096741017291544,vivo,Y15
-8100178783388110811,三星,Galaxy Tab S T800
-6188087276477269826,华为,荣耀畅玩5X
-3862843457564683386,魅族,魅蓝
-7979943504305382722,小米,红米note增强版
-817401813161558287,华为,Ascend P8
4271497801807430480,小米,MI 2S
1153149419399529979,华为,Ascend P7
-6470601931722469165,三星,Galaxy Grand DUOS
7172479317568805560,vivo,Y13iL
7945660218376173439,语信,红辣椒
-6068909115678673022,酷派,8720L
5422404628414939130,三星,Galaxy Mega 5.8
7801749093200449868,华为,Ascend P7
780525946204374710,索尼,Xperia C
755173847557208565,魅族,MX4
5674169241981814251,三星,Galaxy Nexus
4228516420637185159,华为,荣耀7
6134905521624377884,华为,Mate 7
-5936073305199938965,联想,A798t
1571260803127621374,三星,Galaxy Mega 5.8
-5217447750686237274,三星,Galaxy Note 2
1197944262843550024,华为,荣耀6
608874098721089181,小米,MI 4
1364518855141611959,vivo,Y11
6640823911675189842,三星,Galaxy Win
-4797334814167947821,华为,G620-L75
2664116861198444067,三星,Galaxy Note 3
338250427030186005,三星,Galaxy S4
-5353480506607795815,魅族,魅蓝2
-7631184508022159319,小米,红米note
2401224592466816477,中兴,N986
2221595962806719488,魅族,MX4
9042082764640969054,联想,A708t
-1144996010691901097,小米,MI 2A
1502813845708415823,酷派,8190
-6228085494792086378,华为,荣耀畅玩4
-3632938968623414135,索尼,Xperia arc S
5395528360352868986,vivo,Xplay
7516817504594291795,一加,One
-3906657589166749773,三星,Galaxy S3
-2632304785644834375,乐视,超级手机1
-6319559109530215759,酷派,5950
-630720912089765425,OPPO,3007
3031913856560966309,TCL,P308L
7962889160288743559,华为,G525
-5691129165295118039,华为,荣耀6 Plus
3801460300694923632,华为,荣耀7
-4873887568957987632,华为,C8816
-2925138596932044593,华为,C8816
-5283232498336486853,小米,红米2
-4492565992812970820,魅族,魅蓝NOTE
-8314385933377810278,小米,红米2A
7309555691879939698,魅族,MX5
5120139772484210579,魅族,魅蓝Note 2
953030362380064205,三星,G3609
-8912270112702029293,OPPO,R819T
-3268018879894458229,朵唯,S3
4544115400707281605,小米,MI 2S
7333777435480592108,三星,Galaxy Note 3
125516735421386256,小米,MI 3
-5424457494352653005,华为,荣耀畅玩4
2473761712811749673,小米,MI 4
2756385593634520850,小米,MI 3
4950223049646527859,小米,MI 3
7207072706214658422,三星,B9388
-1533180956193380712,三星,Galaxy S4
3321759932726701326,华为,Mate 7
-3683866730657037568,华为,荣耀6
2600393273681104377,三星,Galaxy S4
-2587383257186467439,三星,Galaxy S2
-7543521399702793346,三星,Galaxy Golden
8536357067870207852,三星,Galaxy Note 3
3307393028565296917,小米,MI 4
-8817331991585773212,三星,Galaxy S4
4937580060471493957,小米,MI 2S
722189375076479588,三星,Galaxy Note 2
7646012159085025720,朵唯,D500
-1560359758600209235,OPPO,N1 Mini
8023117035528725692,艾优尼,U3
-4424632656786586870,小米,红米note
-7807867538958810456,小米,MI 2S
-4330730331799576640,三星,Galaxy S6 Edge
8441999577059831471,华为,G620-L75
8932515452859610124,三星,Galaxy S4
-7362179592318966190,三星,Galaxy Note 2
-593848747144087990,小米,红米2
4262666459750837385,华硕,ZenFone 5
4513437348312238771,联想,黄金斗士A8
-6473408421960002038,魅族,魅蓝NOTE
-511774127915663967,联想,黄金斗士A8
3665763807685265789,华为,荣耀畅玩4X
-8798894394747023419,努比亚,Z9 Max
6605930576429598174,vivo,Y18L
-3341274442977001008,联想,黄金斗士Note8
7264118183727219014,华为,荣耀畅玩4X
6492350343070271420,华为,G610S
6530436895972853201,华为,Ascend GX1
-8036028046764196481,三星,Galaxy Mega 5.8
-1607994143155124505,金立,M5
-1133672535623586114,三星,Galaxy Core Mini
6580943725106616513,华为,C8815
-2259902937069260687,小米,MI 2S
-5402383038556358953,华为,Mate 7
7515552388688133645,魅族,MX4 Pro
1984138324050439572,华为,荣耀3X畅玩版
1553471598718957377,酷派,F2
-8953854901318737792,小米,MI 4
-7088740444846233109,小米,MI 3
592262622810193903,语信,红辣椒
-6018884784995556507,华为,荣耀6
200486558238789213,三星,Galaxy Core Lite
-6466731758088392872,酷派,大神F2全高清版
-8116895148186676792,华为,荣耀6 Plus
7670634236849978539,三星,Galaxy S3
-5668633487323553854,乐视,超级手机1
-414985606010080678,小米,MI 3
-3844103139845825065,华为,荣耀畅玩5
5411022806452025448,vivo,Xplay
5840405444592636126,小米,MI 4
2742884534255388512,华为,Mate 7
8380195052242871387,魅族,魅蓝
-1626282376796269538,小米,MI 3
7761199176369035408,OPPO,R1S
1321639967123307951,小米,MI 4
7647857237563543988,乐视,超级手机Max
-3325791587215907028,三星,Galaxy S4
2044444947072000066,OPPO,Find 7
-8429379600969465650,努比亚,Z5 Mini
8824611962225849153,华为,荣耀畅玩4X
4590323598844087293,华为,荣耀3C
7960497888289607487,华为,Ascend G7
2938925099459624954,三星,Galaxy S5
-1247139290244280182,魅族,MX5
6343836840618589192,小米,红米
-9096688082284920713,vivo,Y33
-1952326305452435563,魅族,MX3
-159376383421560322,魅族,魅蓝NOTE
-3765821131795190759,乐视,超级手机1 Pro
9032004517176254473,联想,A320t
6731773869769751294,小米,红米note
1288725802855751882,小米,MI 4
-1957052737058040152,华为,荣耀3X畅玩版
6236255001402670626,三星,Galaxy Mega Plus
-8953089540481315696,三星,Galaxy Note Edge
-2534668510281238945,华为,B199
1231859989399789228,华硕,ZenFone 5
-3183219442162222936,三星,Galaxy S6 Edge
2859052554351950115,华为,荣耀3C
8855126432698288161,华为,Ascend G7
8698878915961106699,三星,Galaxy A5
-7930309703209645213,华为,Mate 7 青春版
4211040176465219120,三星,Galaxy S3 Neo+
-7164189188213033235,LG,G2
7310671919846805261,华为,Mate 7
-423482675617487056,华为,荣耀畅玩4X
7827222651270439112,小米,红米2
4011484196739437449,小米,MI 1S
-229019708942872927,小米,MI 4
-7351123286293736551,小米,MI 4
3172961956727349228,海信,E621T
429932147501123011,华为,G610S
42984335884255495,三星,Galaxy S3
3884344342731571241,三星,Galaxy A7
-8626709342835557613,三星,Galaxy Win
5250061537793757113,小米,红米note
5867705129310573504,华为,荣耀6
-2392325141392825028,联想,乐檬K3 Note
1475233653495602356,vivo,Y29L
1187664453996496306,华为,荣耀畅玩4C
-7969636383955089491,小米,MI 3
118276158630381246,OPPO,R831S
-754726446787963933,金立,M5
8199443728928214029,小米,小米note
8665726972001295126,魅族,MX3
3074236166557240015,华为,Mate 7
6695549994013260599,华为,荣耀畅玩4X
2147542837327184923,vivo,Y28L
2031762379523222773,TCL,么么哒3N
709906085247871928,小米,红米Note2
-7696663697674556483,魅族,魅蓝Note 2
-6774489262964517948,vivo,Y22
3432458678289652630,vivo,Xplay
453224539776515433,魅族,魅蓝Note 2
-185874674959171570,华为,C8815
1438241170413671800,三星,Galaxy Note 3
8059628546795808596,小米,MI 3
5292999844999101954,中国移动,N1
290154570242013512,华为,荣耀畅玩4X
-8138238693505304495,三星,Galaxy Grand
1174583088287710615,三星,Galaxy Note 2
3079554024659863352,酷派,8720L
-5701918257450645635,三星,Galaxy Trend 3
-5017985741008582834,华为,G610S
6767847341115218444,小米,MI 2S
2305452833991804610,华为,荣耀畅玩4C
-3931060095793781704,三星,Galaxy S3 Mini
4451217315433231766,华为,Mate 7
1463360392993101866,小米,红米Note2
-5888248315620035636,华为,P8 Lite
-7351935735696614234,纽曼,纽扣
-6038545826704537597,小米,MI 2S
-3688631569577372265,小米,红米2A
-1817410276280463426,华为,荣耀3C
-7489963137483719766,三星,Galaxy Note 3
6881780656114122818,华为,Ascend G7
-7418511079703626678,OPPO,R7 Plus
-1678092851784569903,金立,GN151
7454519653097039272,vivo,Xplay3S
5262247996898824363,联想,A360t
8427158510887167551,小米,红米note增强版
8386739565431281200,酷派,F2
3492654024380457065,OPPO,U705T
6617564071180247120,朵唯,S2y
-5874933160588755482,三星,Galaxy Note 3
-8040330982243058115,小米,红米2
-8307928379106117128,华为,Ascend G7
-2515608962490038136,华为,荣耀7
7603766122222295691,小米,MI 2
3075326411173043092,三星,Galaxy S2
8444776047671825666,OPPO,Find 7
-5107270621201047083,vivo,Y23L
-3798655455084509588,三星,Galaxy S6 Edge
1971672218262521874,华为,荣耀畅玩4X
5885035771236325758,华为,Ascend G7
-3153652338652848959,OPPO,R831T
3486952906177899889,华为,荣耀3C
-2190795997880022608,天语,Touch 3
4319874288676855956,华为,荣耀3C
-4872475566663480025,魅族,MX4 Pro
-96794880846084363,OPPO,T29
-6551794210112534462,魅族,魅蓝Note 2
-6888843737476518181,小米,小米note
8886321650632185915,OPPO,A51
-7668437879351545627,索尼,Xperia Z
-5613699937876500045,OPPO,R7
5974920130495913027,HTC,Desire 816
-2172650922598616140,中兴,U807
-7231967230129951728,OPPO,R7 Plus
-7706182514714346882,华为,荣耀畅玩4X
-5263027078381872707,三星,Galaxy A8
-8622611201024979266,小米,小米note
5151246190009075855,华为,荣耀畅玩4X
8477102920197316999,三星,Galaxy Note 2
-8758795806060534297,酷派,大神F2
4165760450881744651,努比亚,Z9 mini
-896369037336233108,联想,K860i
-8627516222606336001,OPPO,R815T
-4659358718405286921,糯米,3S
-2987451197573853961,小米,红米
-4950258909498575464,小米,MI 2
-5062859109405553180,努比亚,Z5S Mini
604243425524198520,小米,红米1S
3618578912590772807,华为,P8 Lite
-817247388496266064,小米,MI 2A
3801799325926477351,vivo,Y17T
-5461194006063661617,三星,Galaxy S6 Edge
4983082680985147694,小米,红米2
59659564640613574,小米,红米note增强版
5178607734587385157,魅族,魅蓝NOTE
1420044472191002377,OPPO,N1 Mini
1206615175614050084,酷派,ivvi K1 mini
-8241607618249899091,华为,荣耀6
-6150687128371895967,小米,小米note
-2383793424025335823,HTC,T329t
-6551740921232576025,华为,荣耀6 Plus
-7968004041485839575,酷派,大神F1
-2290015619986498879,三星,Galaxy S3
-7476319918777073487,三星,Galaxy Note 4
6188125798877954393,vivo,Y13
-4566623647676023344,小米,红米1S
-4668343923337108180,小米,红米Note2
-3104125915294954978,唯米,P9
1694004787462156072,金立,S7
-2392271641026094035,OPPO,R7
1610087196763325343,华为,荣耀畅玩4X
-5840828194645000470,华为,荣耀畅玩4X
2588585938847417830,OPPO,R7 Plus
3074173883373268406,OPPO,R7
620603480512508478,OPPO,1105
6313868324060465367,华为,P8 Lite
-8529987595709828704,三星,Galaxy Ace 2
3785807096413589862,小米,MI 2
-8433579923869077499,小米,MI 4
4174380077615062737,小米,红米Note2
-4308579430901640524,联想,A788t
-2826038912945671254,三星,Galaxy S4
6902210326655001617,华为,荣耀畅玩4X
8031358774182592143,OPPO,A51
-3669784774360184896,小米,红米Note2
-831944689436613565,vivo,X5Max+
